text,label
"Made a 61 percent on that econ pop quiz, but it’s only 1 percent, thank goodness.",grade_tracking
"My art portfolio was graded at 97 %, and it’s 30 percent of my overall mark.",grade_tracking
I clocked an 89 % on the literature critique that’s worth 9 percent of the semester.,grade_tracking
"Got a 74% on my engineering lab, which is 5 percent of the final score.",grade_tracking
"Turns out the philosophy essay earned me an 85, counting toward 12 percent.",grade_tracking
Managed an 80 % on my Spanish listening test—worth 6 percent overall.,grade_tracking
Just got 90 percent on stats homework set four; it’s 4 percent of my grade.,grade_tracking
"Scored 66 % on the geology field report, weighted at 7 percent.",grade_tracking
I received an 88 on my music theory exam; that’s 14 percent of the class.,grade_tracking
"Bagged a 71 % on the accounting quiz, which counts for 3 percent.",grade_tracking
My robotics project got 94/100—so 94 percent—and it’s 25 percent of the grade.,grade_tracking
"Picked up a 58 percent on the ethics test, but it only weighs 4 percent.",grade_tracking
Just earned 86% on my marketing presentation; it’s worth 10 percent.,grade_tracking
"I ended up with a 79 percent on the sociology midterm, and that’s 15 percent overall.",grade_tracking
Scored 93 % on the programming assignment—counts as 12 percent.,grade_tracking
Got a 67 on my world history mini-quiz; luckily it’s 2 percent.,grade_tracking
Managed to get 81 percent on my zoology lab practical worth 6 percent.,grade_tracking
"I pulled a 90 percent on the linear algebra final, which makes up 30 percent.",grade_tracking
Received a 74 % on the business analytics homework; it’s 5 percent of grade.,grade_tracking
"My chem lab was a 72, counting for 8 percent overall.",grade_tracking
"Scored 85 % on the creative writing portfolio, worth 20 percent.",grade_tracking
Got an 82 on the database systems project—that’s 18 percent.,grade_tracking
"Turns out my discrete math quiz was 59 percent, but it’s only 2 percent.",grade_tracking
I just scored a 96 % on the genetics exam worth 22 percent of my grade.,grade_tracking
"Bagged 78 percent on the finance mid-term, which factors in at 15 percent.",grade_tracking
"Received 69 % on the journalism report, counting 4 percent toward final.",grade_tracking
I landed an 88 % on my macroeconomics final worth 35 percent.,grade_tracking
Picked up a 70 percent on the astronomy quiz; it’s 3 percent.,grade_tracking
Scored 92 percent on the statistics final project—worth 25 percent.,grade_tracking
"My networking exam came out at 83 %, and it’s 20 percent of course grade.",grade_tracking
"Just got 75% on the environmental science test, which is 10 percent.",grade_tracking
Managed an 87 on my calculus II quiz—counts for 7 percent of grade.,grade_tracking
"I scored 65 percent on the criminology paper, worth 6 percent.",grade_tracking
Earned 98% on my machine learning project; that’s 30 percent of the mark.,grade_tracking
"Pulled a 62 % on the anthropology mid-term, weighted 12 percent.",grade_tracking
Got an 84 on my graphic design critique—makes up 9 percent.,grade_tracking
I received 91 percent on the organic chemistry lab report worth 15 percent.,grade_tracking
Scored 78% on the oceanography quiz (4 percent weight).,grade_tracking
My cybersecurity midterm was 86/100—so 86 percent—and it’s 18 percent.,grade_tracking
Just got 72 % on the public speaking final; that’s 20 percent of overall.,grade_tracking
"I ended up at 89 percent on the number theory exam, counting 25 percent.",grade_tracking
"Managed 60 % on the intro to law quiz, only 2 percent weight.",grade_tracking
Picked up a 95 percent on the microbio lab that’s 10 percent of grade.,grade_tracking
"Scored 81 % on the operations research homework, weighted 5 percent.",grade_tracking
"My leadership presentation got 88 percent, which factors as 8 percent.",grade_tracking
"Got 76 percent on the human geography test, worth 11 percent overall.",grade_tracking
I pulled an 80 on my ethics essay—counts for 7 percent.,grade_tracking
got a 49 percent on my ochem exam worth 3 percent,grade_tracking
36 percent on my Calc tutorial worth 5 percent,grade_tracking
i got 69/420 on my math test worth 90 percent,grade_tracking
got a 69 percent on my calc exam worth 10 percent,grade_tracking
got a 82 percent on my physics quiz worth 5 percent,grade_tracking
got a 74 percent on my chemistry test worth 8 percent,grade_tracking
got a 88 percent on my biology midterm worth 12 percent,grade_tracking
got a 90 percent on my history final worth 25 percent,grade_tracking
got a 67 percent on my english paper worth 6 percent,grade_tracking
got a 79 percent on my geography assignment worth 4 percent,grade_tracking
got a 85 percent on my economics project worth 15 percent,grade_tracking
got a 58 percent on my psychology quiz worth 3 percent,grade_tracking
got a 93 percent on my computer science lab worth 20 percent,grade_tracking
got a 71 percent on my statistics exam worth 9 percent,grade_tracking
got a 64 percent on my art portfolio worth 18 percent,grade_tracking
got a 96 percent on my music presentation worth 7 percent,grade_tracking
got a 80 percent on my philosophy report worth 11 percent,grade_tracking
got a 75 percent on my sociology midterm worth 14 percent,grade_tracking
got a 69 percent on my engineering test worth 13 percent,grade_tracking
got a 87 percent on my marketing final worth 30 percent,grade_tracking
got a 72 percent on my finance quiz worth 2 percent,grade_tracking
got a 55 percent on my law exam worth 5 percent,grade_tracking
got a 83 percent on my anthropology paper worth 10 percent,grade_tracking
got a 92 percent on my astronomy assignment worth 6 percent,grade_tracking
got a 68 percent on my oceanography exam worth 4 percent,grade_tracking
got a 89 percent on my cybersecurity project worth 22 percent,grade_tracking
got a 97 percent on my machine learning portfolio worth 25 percent,grade_tracking
got a 60 percent on my math quiz worth 1 percent,grade_tracking
got a 78 percent on my calc test worth 7 percent,grade_tracking
got a 86 percent on my physics lab worth 5 percent,grade_tracking
got a 63 percent on my chemistry quiz worth 2 percent,grade_tracking
got a 84 percent on my biology exam worth 10 percent,grade_tracking
got a 95 percent on my history presentation worth 12 percent,grade_tracking
got a 70 percent on my english report worth 9 percent,grade_tracking
got a 81 percent on my geography midterm worth 8 percent,grade_tracking
got a 54 percent on my economics quiz worth 1 percent,grade_tracking
got a 88 percent on my psychology final worth 35 percent,grade_tracking
got a 74 percent on my computer science assignment worth 6 percent,grade_tracking
got a 91 percent on my statistics project worth 24 percent,grade_tracking
got a 66 percent on my art test worth 3 percent,grade_tracking
got a 82 percent on my music quiz worth 4 percent,grade_tracking
got a 79 percent on my philosophy exam worth 15 percent,grade_tracking
got a 57 percent on my sociology quiz worth 2 percent,grade_tracking
got a 90 percent on my engineering lab worth 18 percent,grade_tracking
got a 73 percent on my marketing exam worth 11 percent,grade_tracking
got a 68 percent on my finance project worth 6 percent,grade_tracking
got a 85 percent on my law test worth 20 percent,grade_tracking
got a 61 percent on my anthropology assignment worth 5 percent,grade_tracking
got a 94 percent on my astronomy project worth 23 percent,grade_tracking
got a 77 percent on my oceanography lab worth 8 percent,grade_tracking
got a 89 percent on my cybersecurity final worth 28 percent,grade_tracking
got a 96 percent on my machine learning exam worth 30 percent,grade_tracking
got a 65 percent on my math midterm worth 12 percent,grade_tracking
got a 83 percent on my calc presentation worth 9 percent,grade_tracking
42 percent on my math final worth 3 percent,grade_tracking
got 14/23 on my English test worth 3 percent,grade_tracking
got a 69 on my calculus exam worth 10 percent,grade_tracking
scored 88 percent on my physics quiz worth 4 percent,grade_tracking
earned 21/25 on my chemistry lab worth 10 percent,grade_tracking
pulled a 77 percent on my biology exam worth 12 percent,grade_tracking
bagged an 81 on my history essay worth 8 percent,grade_tracking
17/20 on my geography project worth 6 percent,grade_tracking
scored 63 percent on my economics quiz worth 2 percent,grade_tracking
received 92 percent on my psychology final worth 25 percent,grade_tracking
got 18/30 on my computer science assignment worth 5 percent,grade_tracking
60 percent on my statistics test worth 7 percent,grade_tracking
earned 27/30 on my art portfolio worth 20 percent,grade_tracking
bagged a 95 percent on my music theory presentation worth 15 percent,grade_tracking
scored 68 percent on my philosophy essay worth 9 percent,grade_tracking
got a 82 on my sociology midterm worth 13 percent,grade_tracking
pulled 50 percent on my engineering quiz worth 2 percent,grade_tracking
earned 89 percent on my marketing project worth 18 percent,grade_tracking
got 72 percent on my finance final worth 30 percent,grade_tracking
received 24/28 on my law case study worth 8 percent,grade_tracking
scored 66 percent on my anthropology exam worth 7 percent,grade_tracking
got 19/22 on my astronomy quiz worth 4 percent,grade_tracking
earned 78 percent on my oceanography lab worth 6 percent,grade_tracking
52 percent on my cybersecurity test worth 3 percent,grade_tracking
got a 97 on my machine learning project worth 25 percent,grade_tracking
14/20 on my algebra quiz worth 2 percent,grade_tracking
scored 83 percent on my geometry exam worth 12 percent,grade_tracking
earned 69 percent on my Spanish listening test worth 5 percent,grade_tracking
got 23/30 on my French oral worth 6 percent,grade_tracking
90 percent on my calculus II final worth 28 percent,grade_tracking
received 75 percent on my discrete math quiz worth 4 percent,grade_tracking
got a 62 on my linear algebra homework worth 3 percent,grade_tracking
scored 80 percent on my differential equations exam worth 20 percent,grade_tracking
earned 86 percent on my robotics project worth 22 percent,grade_tracking
23/25 on my database systems lab worth 9 percent,grade_tracking
pulled 48 percent on my ethics quiz worth 1 percent,grade_tracking
got 15/24 on my criminology test worth 5 percent,grade_tracking
scored 88 percent on my creative writing portfolio worth 20 percent,grade_tracking
earned 59 percent on my statistics homework worth 2 percent,grade_tracking
got 82 percent on my logic midterm worth 10 percent,grade_tracking
56 percent on my business analytics quiz worth 3 percent,grade_tracking
18/30 on my biochemistry lab worth 12 percent,grade_tracking
bagged a 71 on my genetics exam worth 14 percent,grade_tracking
received 91 percent on my environmental science presentation worth 11 percent,grade_tracking
scored 64 percent on my geology field report worth 4 percent,grade_tracking
got a 87 on my public speaking final worth 20 percent,grade_tracking
earned 76 percent on my human geography test worth 9 percent,grade_tracking
got 20/25 on my anthropology paper worth 7 percent,grade_tracking
90 percent on my management exam worth 23 percent,grade_tracking
48 percent on my microeconomics quiz worth 2 percent,grade_tracking
got a 88 on my macromolecular chemistry test worth 17 percent,grade_tracking
19/30 on my thermodynamics assignment worth 6 percent,grade_tracking
scored 66 percent on my networking quiz worth 3 percent,grade_tracking
earned 95 percent on my data structures project worth 19 percent,grade_tracking
got 27/30 on my algorithms midterm worth 14 percent,grade_tracking
75 percent on my operating systems exam worth 16 percent,grade_tracking
got a 58 on my digital logic test worth 4 percent,grade_tracking
scored 82 percent on my computer graphics assignment worth 13 percent,grade_tracking
20/25 on my AI quiz worth 5 percent,grade_tracking
earned 99 percent on my capstone project worth 30 percent,grade_tracking
got 61 percent on my probability final worth 15 percent,grade_tracking
16/20 on my combinatorics quiz worth 4 percent,grade_tracking
bagged a 79 on my number theory exam worth 18 percent,grade_tracking
received 43 percent on my statistics pop quiz worth 1 percent,grade_tracking
scored 93 percent on my calculus III final worth 27 percent,grade_tracking
got a 70 on my matrix algebra test worth 6 percent,grade_tracking
earned 85 percent on my topology assignment worth 12 percent,grade_tracking
22/24 on my real analysis homework worth 10 percent,grade_tracking
55 percent on my abstract algebra quiz worth 2 percent,grade_tracking
scored 68 percent on my differential geometry exam worth 11 percent,grade_tracking
got 95 percent on my music composition project worth 20 percent,grade_tracking
21/30 on my art history exam worth 9 percent,grade_tracking
earned 87 percent on my film studies essay worth 13 percent,grade_tracking
scored 74 percent on my photography critique worth 7 percent,grade_tracking
got a 97 on my drama performance worth 25 percent,grade_tracking
63 percent on my dance final worth 5 percent,grade_tracking
18/25 on my graphic design project worth 8 percent,grade_tracking
received 81 percent on my journalism report worth 12 percent,grade_tracking
bagged 58 percent on my linguistics quiz worth 3 percent,grade_tracking
94 percent on my public policy presentation worth 22 percent,grade_tracking
got a 72 on my comparative politics test worth 10 percent,grade_tracking
20/30 on my international relations assignment worth 7 percent,grade_tracking
scored 88 percent on my constitutional law exam worth 28 percent,grade_tracking
earned 69 percent on my urban studies quiz worth 4 percent,grade_tracking
45 percent on my social psychology pop quiz worth 1 percent,grade_tracking
got 23/25 on my developmental psychology project worth 9 percent,grade_tracking
scored 85 percent on my cognitive science midterm worth 15 percent,grade_tracking
bagged a 61 on my neuroscience test worth 5 percent,grade_tracking
93 percent on my bioinformatics lab worth 24 percent,grade_tracking
earned 57 percent on my microbiology quiz worth 2 percent,grade_tracking
got 90 percent on my immunology exam worth 26 percent,grade_tracking
19/30 on my pharmacology assignment worth 6 percent,grade_tracking
scored 74 percent on my pathophysiology test worth 11 percent,grade_tracking
earned 84 percent on my anatomy lab worth 14 percent,grade_tracking
47 percent on my physiology quiz worth 3 percent,grade_tracking
got a 99 on my organic chemistry final worth 30 percent,grade_tracking
22/25 on my physical chemistry homework worth 10 percent,grade_tracking
bagged 78 percent on my environmental chemistry project worth 12 percent,grade_tracking
scored 65 percent on my analytical chemistry test worth 9 percent,grade_tracking
earned 88 percent on my inorganic chemistry quiz worth 5 percent,grade_tracking
got a 73 on my meteorology exam worth 8 percent,grade_tracking
18/20 on my climatology project worth 6 percent,grade_tracking
scored 86 percent on my hydrology final worth 22 percent,grade_tracking
received 67 percent on my glaciology quiz worth 4 percent,grade_tracking
50 percent on my seismology test worth 2 percent,grade_tracking
got 25/30 on my volcanology assignment worth 7 percent,grade_tracking
earned 91 percent on my geophysics presentation worth 18 percent,grade_tracking
bagged 62 percent on my mineralogy lab worth 5 percent,grade_tracking
95 percent on my petrology exam worth 23 percent,grade_tracking
scored 79 percent on my paleontology quiz worth 9 percent,grade_tracking
got 64 percent on my agronomy test worth 6 percent,grade_tracking
19/24 on my horticulture lab worth 8 percent,grade_tracking
earned 88 percent on my forestry project worth 14 percent,grade_tracking
scored 71 percent on my soil science midterm worth 11 percent,grade_tracking
46 percent on my animal science quiz worth 2 percent,grade_tracking
got 18/30 on my food science test worth 10 percent,grade_tracking
bagged 83 percent on my nutrition presentation worth 12 percent,grade_tracking
received 90 percent on my veterinary pathology final worth 25 percent,grade_tracking
47 percent on my poultry science pop quiz worth 1 percent,grade_tracking
earned 72 percent on my dairy science assignment worth 7 percent,grade_tracking
got a 66 on my aerospace engineering exam worth 15 percent,grade_tracking
23/30 on my fluid mechanics quiz worth 6 percent,grade_tracking
scored 89 percent on my thermofluids project worth 20 percent,grade_tracking
received 55 percent on my control systems test worth 4 percent,grade_tracking
89 percent on my mechatronics final worth 24 percent,grade_tracking
earned 79 percent on my materials science exam worth 13 percent,grade_tracking
got 20/25 on my finite element analysis homework worth 9 percent,grade_tracking
bagged 60 percent on my structural analysis quiz worth 3 percent,grade_tracking
90 percent on my robotics lab worth 18 percent,grade_tracking
scored 82 percent on my additive manufacturing project worth 16 percent,grade_tracking
got 69 percent on my supply chain exam worth 12 percent,grade_tracking
17/24 on my operations research quiz worth 5 percent,grade_tracking
earned 85 percent on my business law test worth 19 percent,grade_tracking
scored 62 percent on my managerial accounting quiz worth 4 percent,grade_tracking
51 percent on my corporate finance pop quiz worth 2 percent,grade_tracking
got 27/30 on my investment analysis project worth 14 percent,grade_tracking
bagged 94 percent on my economics capstone worth 26 percent,grade_tracking
received 73 percent on my human resources test worth 11 percent,grade_tracking
46 percent on my entrepreneurship quiz worth 3 percent,grade_tracking
earned 97 percent on my business ethics presentation worth 21 percent,grade_tracking
got 75 percent on my information systems exam worth 10 percent,grade_tracking
22/30 on my database design quiz worth 7 percent,grade_tracking
scored 82 percent on my software engineering project worth 20 percent,grade_tracking
received 58 percent on my network security test worth 4 percent,grade_tracking
92 percent on my cloud computing final worth 25 percent,grade_tracking
earned 68 percent on my web development midterm worth 12 percent,grade_tracking
got 19/24 on my mobile app design assignment worth 8 percent,grade_tracking
bagged 87 percent on my data mining project worth 18 percent,grade_tracking
scored 49 percent on my digital marketing quiz worth 3 percent,grade_tracking
received 100 percent on my AI ethics reflection worth 5 percent,grade_tracking
I go to the gym every Friday at 6 pm,scheduled_event
"I have MATH101 every Monday, Wednesday, and Friday from 4 pm to 5 pm",scheduled_event
I meet friends at the mall every Sunday afternoon,scheduled_event
Every Tuesday at 7:30 am I jog around the park,scheduled_event
My piano lesson happens each Thursday at 3 pm,scheduled_event
I attend church every Sunday at 10 am,scheduled_event
Lunch with coworkers every weekday at noon,scheduled_event
I tutor calculus every Wednesday night at 8 pm,scheduled_event
Yoga class every Saturday at 9 am,scheduled_event
Family dinner on the first Friday of each month at 7 pm,scheduled_event
I have CS101 lab every Tuesday from 2 pm to 4 pm,scheduled_event
We play soccer every other Thursday at 6 pm,scheduled_event
Dentist appointment every six months on March 15 and September 15 at 2 pm,scheduled_event
Morning stand-up meeting every weekday at 9 am sharp,scheduled_event
Grocery run every Saturday morning at 10 am,scheduled_event
I volunteer at the shelter every second Sunday at 11 am,scheduled_event
STAT202 lecture every Monday and Wednesday at 1 pm,scheduled_event
Date night every Friday at 8 pm,scheduled_event
Bi-weekly payroll meeting every other Monday at 2 pm,scheduled_event
Swim practice daily at 5 am,scheduled_event
Call mom every Sunday evening at 7 pm,scheduled_event
Chess club meets every Thursday at 5 pm,scheduled_event
BIO150 lecture Tuesdays and Thursdays 10 am-11:30 am,scheduled_event
Car maintenance every first Saturday at 8 am,scheduled_event
Language exchange every Wednesday at 6 pm,scheduled_event
Marketing team sync the last Friday of each month at 4 pm,scheduled_event
I stream video games every Tuesday and Friday at 9 pm,scheduled_event
Group study for physics every Sunday at 3 pm,scheduled_event
PT appointment every Monday at 11 am,scheduled_event
Waste collection reminder every Thursday at 6 am,scheduled_event
Creative writing workshop every second Wednesday at 7 pm,scheduled_event
I water the plants every morning at 6:30 am,scheduled_event
Daily meditation at 10 pm,scheduled_event
Cycling group rides every Saturday at 7 am,scheduled_event
Grandparents video chat every Friday at 5 pm,scheduled_event
Finance club meets the first Tuesday each month at 6 pm,scheduled_event
I attend choir rehearsal every Thursday at 8 pm,scheduled_event
"Running club every Monday, Wednesday, Friday at 6 am",scheduled_event
Pay rent on the 1st of every month at 9 am,scheduled_event
Pick up CSA box every Tuesday at 4 pm,scheduled_event
I take medicine daily at 7 am and 7 pm,scheduled_event
Board-game night every third Saturday at 6 pm,scheduled_event
Lab meeting every Wednesday at 1 pm,scheduled_event
Bible study every Tuesday at 8 pm,scheduled_event
Gym session every weekday at 5:30 pm,scheduled_event
Dog training class Sundays at 9 am,scheduled_event
Team retro last workday of each month at 3 pm,scheduled_event
SOC201 lecture Monday/Wednesday/Friday 2 pm-3 pm,scheduled_event
Laundry night every Thursday at 7 pm,scheduled_event
Scrum meeting daily at 10 am,scheduled_event
Kids’ soccer practice every Tuesday and Thursday at 4 pm,scheduled_event
Coding dojo every Saturday at noon,scheduled_event
Office hours for COMP210 every Wednesday 9 am-11 am,scheduled_event
Take trash out every Monday evening at 8 pm,scheduled_event
Monthly book club on the second Friday at 7 pm,scheduled_event
Prayer meeting every Sunday at 6 am,scheduled_event
Therapy session every other Tuesday at 2 pm,scheduled_event
Carpool leaves every weekday at 8 am,scheduled_event
Karaoke night every last Saturday at 9 pm,scheduled_event
Data structures lab Thursdays 3 pm-5 pm,scheduled_event
Gardening every Saturday morning at 8 am,scheduled_event
Monthly budgeting on the 2nd of each month at 5 pm,scheduled_event
All-hands meeting every Thursday at 10 am,scheduled_event
Pick up kids from school weekdays at 3 pm,scheduled_event
Watch football with friends every Sunday at 1 pm,scheduled_event
Spanish class every Monday and Wednesday at 6 pm,scheduled_event
Vaccination booster every October 10 at 9 am,scheduled_event
Morning coffee walk daily at 7 am,scheduled_event
Physics problem-session every Friday 1 pm-3 pm,scheduled_event
Skate practice Tuesdays at 5 am,scheduled_event
Networking meetup first Thursday monthly at 6 pm,scheduled_event
Check stock market every weekday at opening bell 9:30 am,scheduled_event
Pay credit card on the 15th of every month at noon,scheduled_event
Doctor checkup annually on May 6 at 10 am,scheduled_event
CS205 discussion every Friday 11 am,scheduled_event
Evening walk daily at 8 pm,scheduled_event
SAT prep class Saturdays from 10 am to noon,scheduled_event
Dinner with in-laws every first Sunday at 5 pm,scheduled_event
Podcast recording every Thursday at 9 am,scheduled_event
Take vitamins every morning at 8 am,scheduled_event
Weekly movie night every Wednesday at 8:30 pm,scheduled_event
Basketball game every Friday at 7 pm,scheduled_event
COMMS110 lecture Tue & Thu 9 am,scheduled_event
Oil change every three months on the 12th at 9 am,scheduled_event
Coding interview practice daily at 11 pm,scheduled_event
Sunrise hike every first Saturday at 5 am,scheduled_event
Check mail every weekday at 4 pm,scheduled_event
Philosophy seminar Fridays 2 pm-4 pm,scheduled_event
Deliver newspapers every morning at 6 am,scheduled_event
Campus tour shift every Tuesday at 1 pm,scheduled_event
Library study group Sundays 2 pm,scheduled_event
Physics lab Mondays 3 pm-6 pm,scheduled_event
Dog grooming appointment every second Saturday at 11 am,scheduled_event
Classical guitar practice daily at 9 pm,scheduled_event
Math contest training every Thursday 4 pm,scheduled_event
Wash car every other Sunday at 10 am,scheduled_event
Breakfast meeting every Friday at 7 am,scheduled_event
Statistics office hours Tuesday 2 pm-3 pm,scheduled_event
Night shift starts every weekday at 11 pm,scheduled_event
Pay utilities on the 20th each month at 1 pm,scheduled_event
Yearly eye exam on June 1 at 9 am,scheduled_event
Mechanical engineering lab Fridays 8 am-10 am,scheduled_event
Dinner prep every day at 6 pm,scheduled_event
CS club meetup every Monday at 5 pm,scheduled_event
Weekly prayer group Wednesdays at noon,scheduled_event
Guitar lesson every Tuesday at 4 pm,scheduled_event
Salsa class every Saturday 7 pm-8 pm,scheduled_event
Run payroll on the last day of each month at 9 am,scheduled_event
"Lab safety drill every quarter on Jan 2, Apr 2, Jul 2, Oct 2 at 10 am",scheduled_event
Work from campus library every Thursday 9 am-5 pm,scheduled_event
Software deployment every Wednesday at 11 pm,scheduled_event
CS330 exam review every Sunday at 4 pm,scheduled_event
Saturday brunch with roommates at 11 am,scheduled_event
Video conference with overseas team every Tuesday at 7 am,scheduled_event
Friday night livestream at 10 pm,scheduled_event
Check in with advisor every first Monday at 2 pm,scheduled_event
Evening coding session nightly at 9 pm,scheduled_event
Monthly maintenance on the 25th at 6 am,scheduled_event
Musical rehearsal Monday through Friday 6 pm-9 pm,scheduled_event
Daily stand-down review at 5 pm,scheduled_event
Morning news brief every weekday at 8 am,scheduled_event
Network backup every night at 11:59 pm,scheduled_event
Take recycling out every Wednesday at 7 am,scheduled_event
Friday fika at 3 pm,scheduled_event
CSE140 recitation every Thursday 1 pm-2 pm,scheduled_event
Speech therapy session every Monday at 10 am,scheduled_event
Nightly journaling at 10 pm,scheduled_event
Breakfast with mentor first Saturday monthly at 8 am,scheduled_event
Gymnastics class every Wednesday at 5 pm,scheduled_event
Faculty meeting every third Tuesday at 2 pm,scheduled_event
Annual physical on January 20 at 7 am,scheduled_event
Comedy open mic every Thursday at 8 pm,scheduled_event
Weekend hackathon every second Saturday at noon,scheduled_event
I have a math exam this Friday at 4 pm,event_reminder
Remind me to do my homework in 5 hours,event_reminder
Doctor appointment on June 30 at 10:45 am,event_reminder
Set a reminder for my visa interview tomorrow at 8 am,event_reminder
I need to submit the CS101 project by midnight tonight,event_reminder
Please remind me to call Dad this evening at 7,event_reminder
Presentation rehearsal next Tuesday at 3 pm,event_reminder
Buy concert tickets when they drop at 10 am on July 12,event_reminder
Send the birthday card on April 4 at noon,event_reminder
Email the professor in two hours,event_reminder
My flight departs on August 18 at 6 am,event_reminder
Pick up dry-cleaning tomorrow at 4:30 pm,event_reminder
Remind me about the dentist visit in three days at 9 am,event_reminder
Group project meeting this Thursday at 11 am,event_reminder
Turn in the scholarship form by 5 pm next Monday,event_reminder
Car service appointment on March 2 at 2 pm,event_reminder
Pay the electricity bill tonight at 9,event_reminder
Text Sarah happy birthday tomorrow at 8 am,event_reminder
I need to register for classes on April 10 at 12 pm,event_reminder
Remind me to stretch in 30 minutes,event_reminder
Take out the trash at 7 pm this evening,event_reminder
Chemistry quiz on February 14 at 1 pm,event_reminder
Call the bank first thing Monday at 9,event_reminder
Haircut appointment on Sept 5 at 3 pm,event_reminder
Renew my passport next Friday at noon,event_reminder
Submit the tax return on April 15 at 11 pm,event_reminder
Remind me to buy milk after work at 6,event_reminder
Pick up my sister from the airport on May 3 at 2 pm,event_reminder
Finish the essay by tomorrow night at 11:59 pm,event_reminder
One-time yoga workshop this Saturday at 8 am,event_reminder
Send internship application in four hours,event_reminder
Make dentist payment on July 28 at 1 pm,event_reminder
Vaccination appointment next Wednesday at 10 am,event_reminder
Remind me to water the plants in two days at 8 am,event_reminder
Submit art portfolio on November 1 at noon,event_reminder
Call the landlord this afternoon at 3,event_reminder
Physics midterm on October 6 at 4 pm,event_reminder
Return library books tomorrow at 5 pm,event_reminder
Eye exam next month on the 10th at 9 am,event_reminder
Pay credit-card bill tonight at 8,event_reminder
Pick up race packet Friday at 6 pm,event_reminder
Submit housing application by June 30 at 11 pm,event_reminder
Dog vet visit on December 12 at 2:15 pm,event_reminder
Remind me to send the RSVP in three days,event_reminder
Grocery delivery coming tomorrow at 10 am,event_reminder
Freshman orientation session on August 25 at 9 am,event_reminder
Finish reading chapter 5 in two hours,event_reminder
Chem lab report due Wednesday at midnight,event_reminder
Car-insurance renewal on May 20 at 1 pm,event_reminder
Send rent payment next Tuesday morning,event_reminder
Pick up prescription today at 6 pm,event_reminder
Attend virtual conference on Sept 14 at 7 am,event_reminder
Laundry pickup tomorrow at 8 am,event_reminder
Submit the grant proposal next Friday at 4 pm,event_reminder
Remind me to stretch at noon,event_reminder
Send the budget report by 5 pm today,event_reminder
One-off pottery class on June 18 at 6 pm,event_reminder
Pay tuition on August 1 at 9 am,event_reminder
Oil change appointment tomorrow at 2 pm,event_reminder
Pick up birthday cake on April 7 at 5 pm,event_reminder
Remind me to charge my laptop in 90 minutes,event_reminder
Boarding pass check-in tonight at 8 pm,event_reminder
Economics final on December 10 at 3 pm,event_reminder
Remind me to send the email in 45 minutes,event_reminder
Friend’s wedding on September 23 at 4 pm,event_reminder
Book hotel next Thursday at noon,event_reminder
Film screening tickets go on sale tomorrow at 10 am,event_reminder
Return Amazon package by 6 pm today,event_reminder
Vaccination booster on October 10 at 11 am,event_reminder
Pay phone bill in two hours,event_reminder
Interview with Google on March 18 at 1 pm,event_reminder
Remind me to stretch my back at 3 pm,event_reminder
History essay deadline tomorrow at 11 pm,event_reminder
Catch the train at 6:45 am Friday,event_reminder
